ImageId,label
1219,5
1220,2
1221,0
1222,0
1223,5
1224,0
1225,5
1226,5
1227,4
1228,4
1229,5
1230,5
1231,4
1232,3
1233,0
1234,5
1235,4
1236,1
1237,5
1238,5
1239,4
1240,4
1241,4
1242,5
1243,5
1244,5
1245,2
1246,4
1247,1
1248,4
1249,3
1250,5
1251,5
1252,5
1253,0
1254,1
1255,5
1256,5
1257,5
1258,5
1259,5
1260,3
1261,1
1262,5
1263,4
1264,2
1265,2
1266,5
1267,4
1268,5
1269,5
1270,1
1271,1
1272,0
1273,1
1274,5
1275,0
1276,4
1277,0
1278,2
1279,5
1280,5
1281,1
1282,4
1283,5
1284,0
1285,5
1286,1
1287,0
1288,3
1289,1
1290,1
1291,5
1292,5
1293,5
1294,2
1295,5
1296,4
1297,5
1298,5
1299,5
1300,5
1301,5
1302,5
1303,1
1304,1
1305,4
1306,0
1307,5
1308,5
1309,0
1310,4
1311,5
1312,5
1313,3
1314,5
1315,4
1316,5
1317,2
1318,4
1319,5
1320,5
1321,4
1322,5
1323,5
1324,1
1325,5
1326,0
1327,5
1328,5
1329,5
1330,1
1331,3
1332,0
1333,3
1334,1
1335,4
1336,1
1337,4
1338,5
1339,5
1340,2
1341,2
1342,5
1343,1
1344,3
1345,3
1346,0
1347,5
1348,5
1349,1
1350,5
1351,3
1352,5
1353,5
1354,2
1355,3
1356,2
1357,4
1358,5
1359,1
1360,5
1361,5
1362,5
1363,5
1364,3
1365,5
1366,4
1367,5
1368,5
1369,2
1370,1
1371,5
1372,5
1373,5
1374,1
1375,1
1376,0
1377,5
1378,0
1379,5
1380,1
1381,5
1382,4
1383,0
1384,5
1385,5
1386,5
1387,5
1388,5
1389,5
1390,5
1391,5
1392,5
1393,3
1394,5
1395,4
1396,4
1397,5
1398,2
1399,5
1400,4
1401,1
1402,5
1403,5
1404,2
1405,5
1406,5
1407,5
1408,5
1409,4
1410,5
1411,4
1412,1
1413,5
1414,1
1415,5
1416,3
1417,5
1418,2
1419,1
1420,5
1421,5
1422,2
1423,3
1424,5
1425,1
1426,1
1427,5
1428,0
1429,5
1430,5
1431,4
1432,5
1433,1
1434,5
1435,5
1436,5
1437,5
1438,4
1439,5
1440,5
1441,5
1442,3
1443,2
1444,5
1445,4
1446,5
1447,0
1448,4
1449,5
1450,0
1451,5
1452,5
1453,5
1454,0
1455,5
1456,0
1457,5
1458,5
1459,0
1460,5
1461,5
1462,5
1463,3
1464,5
1465,2
1466,5
1467,3
1468,1
1469,5
1470,3
1471,1
1472,0
1473,2
1474,5
1475,5
1476,3
1477,2
1478,4
1479,4
1480,5
1481,5
1482,5
1483,5
1484,4
1485,4
1486,0
1487,5
1488,5
1489,5
1490,5
1491,5
1492,3
1493,5
1494,5
1495,5
1496,0
1497,1
1498,0
1499,5
1500,3
1501,0
1502,1
1503,5
1504,3
1505,5
1506,5
1507,0
1508,1
1509,5
1510,0
1511,5
1512,3
1513,5
1514,4
1515,5
1516,3
1517,1
1518,5
1519,5
1520,5
1521,5
1522,5
1523,5
1524,1
1525,1
1526,5
1527,5
1528,3
1529,2
1530,5
1531,4
1532,1
1533,5
1534,4
1535,0
1536,2
1537,0
1538,1
1539,0
1540,0
1541,5
1542,1
1543,3
1544,5
1545,5
1546,5
1547,5
1548,5
1549,5
1550,4
1551,5
1552,2
1553,1
1554,4
1555,2
1556,5
1557,4
1558,5
1559,5
1560,0
1561,5
1562,5
1563,5
1564,5
1565,5
1566,0
1567,1
1568,5
1569,5
1570,5
1571,3
1572,0
1573,5
1574,5
1575,5
1576,2
1577,5
1578,1
1579,5
1580,2
1581,3
1582,5
1583,5
1584,1
1585,4
1586,5
1587,2
1588,4
1589,0
1590,2
1591,3
1592,5
1593,3
1594,5
1595,2
1596,5
1597,1
1598,5
1599,2
1600,5
1601,5
1602,5
1603,5
1604,5
1605,2
1606,0
1607,3
1608,2
1609,1
1610,1
1611,5
1612,4
1613,3
1614,3
1615,1
1616,5
1617,3
1618,2
1619,1
1620,1
1621,5
1622,5
1623,1
1624,5
1625,4
1626,4
1627,5
1628,5
1629,5
1630,5
1631,5
1632,5
1633,5
1634,5
1635,1
1636,0
1637,5
1638,5
1639,5
1640,5
1641,3
1642,5
1643,5
1644,5
1645,1
1646,4
1647,5
1648,1
1649,0
1650,0
1651,1
1652,5
1653,5
1654,1
1655,5
1656,4
1657,5
1658,2
1659,4
1660,5
1661,1
1662,3
1663,5
1664,1
1665,3
1666,3
1667,5
1668,5
1669,5
1670,5
1671,5
1672,3
1673,4
1674,5
1675,5
1676,5
1677,2
1678,0
1679,1
1680,3
1681,3
1682,5
1683,5
1684,5
1685,3
1686,5
1687,1
1688,3
1689,3
1690,5
1691,1
1692,5
1693,5
1694,5
1695,1
1696,5
1697,4
1698,5
1699,5
1700,0
1701,2
1702,5
1703,0
1704,5
1705,1
1706,3
1707,0
1708,1
1709,0
1710,5
1711,5
1712,1
1713,5
1714,5
1715,4
1716,5
1717,5
1718,0
1719,5
1720,1
1721,3
1722,3
1723,5
1724,2
1725,4
1726,5
1727,1
1728,5
1729,5
1730,4
1731,3
1732,4
1733,1
1734,4
1735,4
1736,0
1737,3
1738,5
1739,1
1740,0
1741,0
1742,5
1743,3
1744,4
1745,4
1746,5
1747,1
1748,0
1749,0
1750,5
1751,5
1752,1
1753,5
1754,5
1755,3
1756,5
1757,0
1758,3
1759,1
1760,2
1761,5
1762,5
1763,5
1764,4
1765,1
1766,5
1767,4
1768,5
1769,3
1770,1
1771,5
1772,2
1773,2
1774,5
1775,3
1776,5
1777,5
1778,2
1779,5
1780,4
1781,1
1782,5
1783,5
1784,0
1785,5
1786,5
1787,2
1788,3
1789,2
1790,2
1791,5
1792,1
1793,5
1794,5
1795,4
1796,2
1797,2
1798,5
1799,0
1800,4
1801,0
1802,0
1803,0
1804,0
1805,3
1806,0
1807,4
1808,3
1809,5
1810,5
1811,5
1812,5
1813,0
1814,5
1815,1
1816,5
1817,5
1818,5
1819,0
1820,2
1821,5
1822,5
1823,1
1824,3
1825,5
1826,4
1827,3
1828,0
1829,5
1830,5
1831,4
1832,5
1833,5
1834,3
1835,1
1836,0
1837,0
1838,5
1839,0
1840,5
1841,5
1842,2
1843,4
1844,3
1845,0
1846,2
1847,5
1848,1
1849,5
1850,5
1851,5
1852,5
1853,5
1854,4
1855,5
1856,4
1857,3
1858,5
1859,5
1860,5
1861,3
1862,1
1863,5
1864,5
1865,1
1866,3
1867,1
1868,5
1869,5
1870,1
1871,5
1872,2
1873,2
1874,5
1875,5
1876,0
1877,2
1878,1
1879,2
1880,5
1881,4
1882,4
1883,5
1884,3
1885,0
1886,4
1887,3
1888,1
1889,5
1890,5
1891,4
1892,5
1893,5
1894,5
1895,0
1896,1
1897,1
1898,3
1899,5
1900,4
1901,0
1902,0
1903,0
1904,3
1905,5
1906,5
1907,5
1908,5
1909,1
1910,5
1911,1
1912,5
1913,0
1914,5
1915,1
1916,5
1917,5
1918,0
1919,5
1920,4
1921,0
1922,5
1923,5
1924,2
1925,4
1926,2
1927,1
1928,4
1929,4
1930,4
1931,5
1932,5
1933,5
1934,5
1935,5
1936,1
1937,1
1938,0
1939,5
1940,3
1941,5
1942,5
1943,0
1944,5
1945,5
1946,5
1947,5
1948,5
1949,5
1950,0
1951,5
1952,4
1953,5
1954,3
1955,5
1956,5
1957,3
1958,0
1959,5
1960,5
1961,5
1962,3
1963,5
1964,5
1965,3
1966,5
1967,1
1968,5
1969,5
1970,0
1971,5
1972,4
1973,5
1974,1
1975,5
1976,4
1977,5
1978,5
1979,3
1980,0
1981,4
1982,4
1983,5
1984,4
1985,0
1986,2
1987,0
1988,1
1989,5
1990,5
1991,4
1992,1
1993,5
1994,5
1995,5
1996,2
1997,0
1998,0
1999,3
2000,5
2001,5
2002,5
2003,1
2004,5
2005,5
2006,2
2007,5
2008,5
2009,5
2010,1
2011,1
2012,4
2013,1
2014,5
2015,5
2016,5
2017,0
2018,2
2019,4
2020,5
2021,0
2022,4
2023,4
2024,5
2025,2
2026,5
2027,5
2028,3
2029,2
2030,5
2031,5
2032,5
2033,2
2034,5
2035,5
2036,5
2037,5
2038,5
2039,2
2040,2
2041,5
2042,1
2043,3
2044,4
2045,5
2046,2
2047,5
2048,0
2049,2
2050,4
2051,0
2052,5
2053,4
2054,5
2055,5
2056,5
2057,4
2058,3
2059,3
2060,5
2061,5
2062,0
2063,5
2064,0
2065,5
2066,5
2067,1
2068,5
2069,1
2070,4
2071,5
2072,4
2073,5
2074,4
2075,5
2076,5
2077,4
2078,0
2079,0
2080,5
2081,2
2082,1
2083,5
2084,5
2085,2
2086,2
2087,0
2088,5
2089,5
2090,5
2091,5
2092,3
2093,3
2094,5
2095,5
2096,5
2097,2
2098,3
2099,4
2100,3
2101,5
2102,4
2103,5
2104,2
2105,5
2106,5
2107,1
2108,5
2109,5
2110,0
2111,5
2112,5
2113,5
2114,2
2115,2
2116,4
2117,0
2118,5
2119,2
2120,1
2121,5
2122,2
2123,5
2124,5
2125,5
2126,5
2127,2
2128,0
2129,5
2130,5
2131,2
2132,4
2133,4
2134,4
2135,1
2136,5
2137,5
2138,1
2139,4
2140,5
2141,5
2142,1
2143,5
2144,2
2145,5
2146,5
2147,0
2148,1
2149,1
2150,5
2151,5
2152,0
2153,3
2154,5
2155,5
2156,0
2157,5
2158,3
2159,0
2160,5
2161,5
2162,1
2163,5
2164,5
2165,3
2166,3
2167,5
2168,1
2169,5
2170,1
2171,5
2172,5
2173,2
2174,0
2175,5
2176,4
2177,0
2178,2
2179,5
2180,4
2181,4
2182,5
2183,0
2184,4
2185,5
2186,5
2187,5
2188,1
2189,5
2190,4
2191,5
2192,5
2193,4
2194,5
2195,4
2196,5
2197,5
2198,5
2199,5
2200,5
2201,1
2202,5
2203,3
2204,5
2205,4
2206,0
2207,2
2208,5
2209,1
2210,5
2211,0
2212,4
2213,2
2214,1
2215,2
2216,5
2217,5
2218,3
2219,5
2220,5
2221,1
2222,5
2223,5
2224,4
2225,0
2226,1
2227,4
2228,2
2229,1
2230,1
2231,4
2232,2
2233,2
2234,1
2235,1
2236,5
2237,5
2238,4
2239,5
2240,0
2241,3
2242,5
2243,3
2244,5
2245,4
2246,4
2247,5
2248,3
2249,3
2250,3
2251,4
2252,0
2253,3
2254,5
2255,5
2256,1
2257,4
2258,5
2259,0
2260,5
2261,0
2262,5
2263,0
2264,0
2265,1
2266,5
2267,0
2268,4
2269,2
2270,0
2271,1
2272,5
2273,3
2274,4
2275,5
2276,5
2277,5
2278,5
2279,5
2280,5
2281,5
2282,0
2283,3
2284,2
2285,5
2286,0
2287,5
2288,5
2289,4
2290,5
2291,5
2292,4
2293,2
2294,1
2295,4
2296,3
2297,5
2298,2
2299,5
2300,5
2301,2
2302,2
2303,0
2304,3
2305,4
2306,5
2307,3
2308,3
2309,1
2310,5
2311,4
2312,5
2313,4
2314,5
2315,0
2316,1
2317,2
2318,5
2319,3
2320,2
2321,5
2322,4
2323,2
2324,5
2325,5
2326,3
2327,4
2328,5
2329,3
2330,5
2331,5
2332,2
2333,5
2334,5
2335,5
2336,5
2337,5
2338,5
2339,4
2340,5
2341,4
2342,5
2343,5
2344,3
2345,5
2346,4
2347,5
2348,5
2349,5
2350,5
2351,5
2352,5
2353,5
2354,5
2355,4
2356,1
2357,5
2358,2
2359,5
2360,5
2361,0
2362,5
2363,5
2364,5
2365,1
2366,5
2367,0
2368,5
2369,0
2370,5
2371,2
2372,2
2373,4
2374,2
2375,1
2376,1
2377,5
2378,5
2379,5
2380,5
2381,5
2382,3
2383,5
2384,5
2385,3
2386,4
2387,5
2388,5
2389,5
2390,5
2391,5
2392,0
2393,0
2394,5
2395,5
2396,1
2397,5
2398,0
2399,3
2400,1
2401,5
2402,2
2403,5
2404,1
2405,5
2406,0
2407,1
2408,0
2409,5
2410,5
2411,5
2412,0
2413,1
2414,5
2415,0
2416,5
2417,5
2418,4
2419,2
2420,2
2421,5
2422,5
2423,0
2424,0
2425,5
2426,5
2427,4
2428,3
2429,4
2430,2
2431,5
2432,0
2433,0
2434,3
2435,2
2436,3
2437,5
2438,5
2439,0
2440,1
2441,1
2442,5
2443,5
2444,5
2445,2
2446,5
2447,3
2448,4
2449,4
2450,1
2451,0
2452,5
2453,3
2454,5
2455,5
2456,5
2457,4
2458,1
2459,5
2460,5
2461,5
2462,0
2463,3
2464,3
2465,5
2466,1
2467,0
2468,3
2469,3
2470,4
2471,5
2472,3
2473,1
2474,4
2475,5
2476,3
2477,3
2478,4
2479,0
2480,2
2481,1
2482,3
2483,5
2484,5
2485,1
2486,4
2487,5
2488,5
2489,5
2490,5
2491,1
2492,5
2493,5
2494,5
2495,4
2496,0
2497,4
2498,2
2499,2
2500,4
2501,3
2502,5
2503,5
2504,4
2505,1
2506,4
2507,2
2508,5
2509,1
2510,0
2511,0
2512,2
2513,1
2514,0
2515,2
2516,5
2517,2
2518,5
2519,0
2520,2
2521,0
2522,2
2523,0
2524,0
2525,5
2526,0
2527,3
2528,3
2529,0
2530,5
2531,5
2532,4
2533,1
2534,5
2535,5
2536,2
2537,4
2538,5
2539,4
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,5
2547,0
2548,2
2549,5
2550,5
2551,3
2552,5
2553,5
2554,5
2555,5
2556,5
2557,5
2558,2
2559,5
2560,4
2561,4
2562,5
2563,5
2564,1
2565,3
2566,5
2567,0
2568,5
2569,5
2570,4
2571,5
2572,5
2573,5
2574,4
2575,1
2576,0
2577,3
2578,3
2579,0
2580,1
2581,5
2582,5
2583,5
2584,5
2585,5
2586,5
2587,3
2588,4
2589,5
2590,2
2591,4
2592,3
2593,0
2594,5
2595,2
2596,5
2597,5
2598,2
2599,4
2600,0
2601,5
2602,5
2603,5
2604,3
2605,5
2606,5
2607,0
2608,1
2609,5
2610,5
2611,5
2612,5
2613,4
2614,5
2615,5
2616,5
2617,5
2618,5
2619,3
2620,3
2621,5
2622,2
2623,1
2624,5
2625,4
2626,1
2627,4
2628,5
2629,5
2630,5
2631,5
2632,4
2633,5
2634,4
2635,4
2636,5
2637,4
2638,5
2639,2
2640,5
2641,1
2642,5
2643,2
2644,5
2645,5
2646,2
2647,5
2648,4
2649,5
2650,4
2651,1
2652,0
2653,1
2654,5
2655,0
2656,5
2657,4
2658,4
2659,0
2660,4
2661,5
2662,4
2663,0
2664,3
2665,5
2666,5
2667,4
2668,3
2669,5
2670,0
2671,2
2672,1
2673,5
2674,1
2675,4
2676,2
2677,4
2678,3
2679,2
2680,5
2681,5
2682,1
2683,5
2684,5
2685,5
2686,4
2687,1
2688,5
2689,5
2690,3
2691,2
2692,5
2693,1
2694,0
2695,5
2696,0
2697,1
2698,4
2699,5
2700,5
2701,5
2702,3
2703,0
2704,5
2705,3
2706,1
2707,5
2708,2
2709,5
2710,5
2711,5
2712,1
2713,0
2714,5
2715,1
2716,5
2717,5
2718,5
2719,5
2720,5
2721,3
2722,5
2723,2
2724,5
2725,5
2726,5
2727,0
2728,5
2729,1
2730,5
2731,5
2732,5
2733,4
2734,5
2735,1
2736,5
2737,5
2738,5
2739,5
2740,3
2741,5
2742,5
2743,5
2744,1
2745,4
2746,5
2747,0
2748,4
2749,0
2750,5
2751,4
2752,3
2753,1
2754,5
2755,5
2756,3
2757,0
2758,0
2759,2
2760,5
2761,4
2762,1
2763,1
2764,1
2765,5
2766,1
2767,3
2768,2
2769,3
2770,1
2771,0
2772,5
2773,5
2774,5
2775,0
2776,5
2777,2
2778,0
2779,5
2780,1
2781,5
2782,1
2783,1
2784,5
2785,2
2786,2
2787,5
2788,1
2789,5
2790,5
2791,5
2792,5
2793,5
2794,5
2795,1
2796,5
2797,5
2798,2
2799,5
2800,5
2801,4
2802,4
2803,4
2804,0
2805,5
2806,2
2807,0
2808,5
2809,5
2810,4
2811,5
2812,1
2813,4
2814,2
2815,4
2816,5
2817,1
2818,5
2819,1
2820,1
2821,4
2822,1
2823,0
2824,1
2825,5
2826,4
2827,5
2828,1
2829,4
2830,2
2831,5
2832,2
2833,5
2834,2
2835,5
2836,5
2837,5
2838,5
2839,5
2840,5
2841,5
2842,5
2843,1
2844,1
2845,5
2846,5
2847,2
2848,1
2849,5
2850,4
2851,5
2852,5
2853,5
2854,1
2855,0
2856,5
2857,4
2858,5
2859,5
2860,3
2861,3
2862,4
2863,0
2864,1
2865,1
2866,5
2867,0
2868,5
2869,1
2870,2
2871,1
2872,5
2873,4
2874,3
2875,5
2876,0
2877,4
2878,0
2879,3
2880,1
2881,4
2882,5
2883,2
2884,1
2885,5
2886,5
2887,5
2888,5
2889,5
2890,5
2891,5
2892,5
2893,0
2894,5
2895,5
2896,4
2897,5
2898,3
2899,1
2900,3
2901,2
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,5
2909,5
2910,5
2911,1
2912,5
2913,0
2914,5
2915,5
2916,4
2917,2
2918,5
2919,2
2920,2
2921,2
2922,5
2923,4
2924,5
2925,4
2926,2
2927,5
2928,5
2929,2
2930,5
2931,1
2932,5
2933,5
2934,3
2935,5
2936,5
2937,5
2938,2
2939,5
2940,5
2941,1
2942,4
2943,5
2944,5
2945,5
2946,5
2947,5
2948,5
2949,5
2950,5
2951,4
2952,5
2953,2
2954,4
2955,5
2956,0
2957,5
2958,5
2959,1
2960,5
2961,5
2962,2
2963,5
2964,5
2965,5
2966,5
2967,4
2968,5
2969,5
2970,5
2971,2
2972,2
2973,5
2974,5
2975,5
2976,5
2977,1
2978,1
2979,1
2980,4
2981,5
2982,5
2983,1
2984,5
2985,0
2986,5
2987,5
2988,2
2989,5
2990,2
2991,3
2992,1
2993,5
2994,5
2995,1
2996,5
2997,1
